Export quantity to total world,,,,
"https://www.eia.gov/coal/data/browser/#/topic/41?agg=2,1,0&rank=ok&map=COAL.EXPORT_QTY.TOT-TOT-TOT.A&freq=A&start=2020&end=2021&ctype=map&ltype=pin&rtype=s&maptype=0&rse=0&pin=",,,,
"Tampa, FL : steam coal",short tons,,,--
"Tampa, FL : metallurgical",short tons,,,--
"Tampa, FL : coke",short tons,,,51
Virgin Islands Of The United States,,,,
Virgin Islands Of The United States : all coal,short tons,,,--
Virgin Islands Of The United States : steam coal,short tons,,,--
"Wilmington, NC",,,,
"Wilmington, NC : all coal",short tons,,,11
"Wilmington, NC : steam coal",short tons,,,11
"Wilmington, NC : coke",short tons,,,--
